MSSubClass,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,ScreenPorch,SaleCondition,YrSold,0,1
50,RM,50.0,Reg,Lvl,Inside,BrkSide,6.0,5.0,1950.0,Gable,Wd Sdng,TA,CBlock,TA,No,LwQ,Ex,Y,874.0,468.0,1342.0,0.0,0.0,TA,7.0,Typ,1.0,Gd,Unf,1.0,240.0,Y,0.0,0.0,Normal,2008.0,11.688961166306978,119248.06310432954
45,RM,50.0,Reg,Bnk,Inside,BrkSide,6.0,7.0,1950.0,Gable,MetalSd,TA,BrkTil,TA,No,Unf,Ex,Y,1013.0,0.0,1013.0,0.0,0.0,TA,6.0,Typ,0.0,,Unf,1.0,160.0,Y,0.0,0.0,Normal,2008.0,11.55180080533893,103964.08743237241
50,RM,60.0,IR1,Lvl,FR2,BrkSide,5.0,7.0,1997.0,Gable,AsbShng,TA,BrkTil,TA,No,ALQ,TA,Y,565.0,651.0,1216.0,1.0,0.0,TA,6.0,Typ,1.0,Gd,RFn,1.0,355.0,Y,0.0,0.0,Normal,2008.0,11.321030196029362,82539.3308280516
50,RM,52.0,Reg,Lvl,Inside,BrkSide,4.0,7.0,1950.0,Gable,MetalSd,TA,PConc,TA,No,BLQ,Ex,Y,624.0,512.0,1136.0,0.0,0.0,TA,6.0,Typ,0.0,,Unf,1.0,336.0,Y,0.0,0.0,Normal,2008.0,11.78697405156582,131527.87056008488
30,RM,,Reg,Lvl,Inside,BrkSide,5.0,6.0,1995.0,Gable,Plywood,TA,CBlock,,,,Gd,N,808.0,0.0,808.0,0.0,0.0,TA,6.0,Min2,0.0,,Unf,1.0,164.0,P,0.0,0.0,Normal,2008.0,11.871162243056872,143080.4363494404
50,RM,52.0,Reg,Lvl,Inside,BrkSide,7.0,5.0,1950.0,Gable,Wd Sdng,TA,BrkTil,TA,Mn,Rec,TA,Y,1245.0,764.0,2009.0,0.0,0.0,TA,7.0,Min2,1.0,Gd,Unf,2.0,400.0,Y,0.0,0.0,Normal,2008.0,12.00536178462928,163629.7912420163
70,RM,51.0,Reg,Lvl,Inside,OldTown,5.0,5.0,1950.0,Gambrel,Wd Sdng,TA,BrkTil,TA,No,LwQ,TA,Y,1226.0,676.0,1902.0,0.0,0.0,TA,7.0,Typ,0.0,,Unf,2.0,576.0,Y,0.0,0.0,Normal,2008.0,11.816901710506869,135523.68627829055
50,RL,60.0,Reg,Lvl,Inside,BrkSide,6.0,4.0,2004.0,Gable,VinylSd,TA,BrkTil,TA,No,Unf,Ex,Y,1170.0,546.0,1716.0,0.0,0.0,Gd,8.0,Typ,0.0,,Unf,2.0,672.0,Y,0.0,0.0,Normal,2008.0,11.425540388093896,91632.4172436203
60,RM,57.0,Reg,Lvl,Inside,OldTown,6.0,8.0,1983.0,Gable,Wd Sdng,TA,PConc,TA,Mn,Rec,Gd,Y,1242.0,742.0,1984.0,0.0,0.0,TA,8.0,Typ,0.0,,,1.0,360.0,Y,64.0,0.0,Normal,2008.0,11.614092322509375,110646.12477625067
50,RM,63.0,Reg,Lvl,Inside,OldTown,6.0,8.0,1950.0,Gambrel,MetalSd,Gd,BrkTil,Gd,No,Unf,Ex,Y,825.0,784.0,1609.0,0.0,0.0,TA,7.0,Typ,0.0,,Unf,1.0,228.0,N,0.0,0.0,Normal,2008.0,11.838824604169071,138527.56418153542
30,RM,,IR1,Lvl,Inside,IDOTRR,6.0,6.0,1950.0,Gable,Stucco,Gd,BrkTil,TA,No,Unf,TA,Y,768.0,0.0,768.0,0.0,0.0,TA,4.0,Typ,0.0,,Unf,2.0,440.0,N,0.0,0.0,Normal,2008.0,11.606500361310095,109809.28433963259
70,RM,60.0,Reg,Lvl,Inside,IDOTRR,6.0,6.0,1952.0,Gable,MetalSd,TA,CBlock,TA,No,Rec,TA,Y,768.0,768.0,1536.0,0.0,1.0,TA,7.0,Typ,0.0,,Unf,1.0,308.0,Y,0.0,0.0,Abnorml,2008.0,11.657944997245048,115606.2150571132
50,RM,60.0,Reg,Bnk,Inside,IDOTRR,6.0,6.0,1958.0,Gable,Wd Sdng,TA,BrkTil,TA,No,Unf,TA,Y,1272.0,0.0,1969.0,0.0,0.0,TA,9.0,Min1,1.0,Gd,Unf,2.0,400.0,Y,0.0,0.0,Normal,2008.0,11.65263601210222,114994.08969891786
50,RM,,Reg,Lvl,Inside,IDOTRR,5.0,6.0,1978.0,Gable,HdBoard,TA,BrkTil,TA,No,Unf,Gd,Y,880.0,428.0,1308.0,0.0,0.0,TA,6.0,Typ,0.0,,Unf,2.0,400.0,Y,0.0,0.0,Normal,2008.0,11.383267098746911,87839.54692276064
30,RM,60.0,Reg,Lvl,Corner,IDOTRR,6.0,7.0,1992.0,Gable,VinylSd,TA,CBlock,TA,No,Unf,Gd,Y,1040.0,0.0,1040.0,0.0,0.0,TA,5.0,Typ,0.0,,Unf,2.0,320.0,Y,0.0,0.0,Normal,2008.0,11.229330363493217,75307.15005224627
50,RM,62.0,Reg,Lvl,Inside,IDOTRR,6.0,6.0,1950.0,Gable,Stucco,TA,PConc,TA,No,Rec,TA,Y,788.0,448.0,1236.0,1.0,0.0,TA,6.0,Typ,1.0,Gd,Unf,1.0,384.0,Y,0.0,0.0,Family,2008.0,11.548274292278212,103598.10242494222
30,RM,60.0,Reg,Lvl,Inside,IDOTRR,5.0,8.0,1991.0,Gable,Wd Sdng,TA,BrkTil,Fa,No,Unf,TA,Y,759.0,0.0,759.0,0.0,0.0,TA,5.0,Typ,0.0,,Unf,2.0,576.0,N,40.0,0.0,Family,2008.0,11.843138095987578,139126.39228784564
190,RM,60.0,Reg,Lvl,Inside,IDOTRR,3.0,3.0,1950.0,Gable,AsphShn,Fa,PConc,TA,No,Unf,Ex,N,808.0,536.0,1344.0,0.0,0.0,TA,8.0,Typ,0.0,,,0.0,0.0,N,42.0,0.0,Normal,2008.0,11.87612640629203,143792.47687169892
20,RL,82.0,Reg,Lvl,Inside,Sawyer,5.0,6.0,1993.0,Gable,VinylSd,Gd,CBlock,TA,No,Unf,Gd,N,1054.0,0.0,1054.0,0.0,0.0,TA,6.0,Typ,0.0,,Unf,1.0,240.0,Y,0.0,0.0,Abnorml,2008.0,11.816694551866574,135495.6142834919
85,RL,,Reg,Lvl,Corner,Sawyer,5.0,6.0,1963.0,Gable,HdBoard,TA,CBlock,Gd,Av,ALQ,TA,Y,1075.0,0.0,1075.0,1.0,0.0,Gd,6.0,Typ,0.0,,Unf,2.0,440.0,Y,64.0,64.0,Abnorml,2008.0,12.024237750293942,166747.79666611186
80,RL,80.0,Reg,Lvl,Inside,Sawyer,6.0,5.0,1978.0,Gable,HdBoard,TA,CBlock,TA,Av,ALQ,TA,Y,1096.0,0.0,1096.0,1.0,0.0,TA,6.0,Typ,1.0,Fa,Unf,2.0,484.0,Y,168.0,0.0,Normal,2008.0,11.697541984209247,120275.71174644843
20,RL,68.0,IR1,Lvl,Inside,Sawyer,5.0,7.0,2005.0,Gable,HdBoard,TA,CBlock,TA,No,ALQ,Ex,Y,992.0,0.0,992.0,1.0,0.0,Gd,6.0,Typ,0.0,,RFn,1.0,294.0,Y,204.0,0.0,Normal,2008.0,11.845217344313337,139415.97155535498
85,RL,,IR1,Lvl,CulDSac,Sawyer,6.0,8.0,1978.0,Gable,HdBoard,TA,CBlock,Gd,Gd,ALQ,Ex,Y,1034.0,0.0,1034.0,0.0,0.0,TA,6.0,Typ,1.0,Po,Fin,2.0,504.0,Y,311.0,0.0,Normal,2008.0,11.606408292064826,109799.17474709828
20,RL,,IR1,Lvl,Corner,Sawyer,5.0,5.0,1967.0,Gable,MetalSd,TA,CBlock,TA,Mn,BLQ,Gd,Y,1073.0,0.0,1073.0,0.0,0.0,TA,6.0,Typ,0.0,,RFn,1.0,270.0,Y,0.0,0.0,Normal,2008.0,11.856742533445393,141032.06198073074
85,RL,,IR1,Lvl,CulDSac,Sawyer,5.0,5.0,1984.0,Gable,VinylSd,TA,PConc,Gd,Av,LwQ,TA,Y,1126.0,0.0,1126.0,1.0,0.0,TA,5.0,Typ,0.0,,Unf,2.0,506.0,Y,178.0,0.0,Normal,2008.0,12.045350488724692,170305.7259354456
190,RL,60.0,Reg,Lvl,Inside,Sawyer,5.0,4.0,1950.0,Gable,BrkFace,TA,PConc,TA,No,BLQ,Fa,Y,1140.0,0.0,1140.0,1.0,0.0,TA,6.0,Typ,0.0,,Unf,2.0,400.0,Y,0.0,0.0,Alloca,2008.0,11.95947203541247,156290.54710601657
20,RL,94.0,Reg,Lvl,Inside,Sawyer,5.0,8.0,2003.0,Gable,VinylSd,TA,CBlock,TA,No,GLQ,Ex,Y,960.0,0.0,960.0,1.0,0.0,Gd,6.0,Typ,0.0,,Fin,1.0,300.0,Y,168.0,0.0,Normal,2008.0,11.909539928300436,148678.26103242295
20,RL,88.0,Reg,Lvl,Inside,Sawyer,6.0,8.0,1956.0,Gable,HdBoard,TA,CBlock,TA,Gd,GLQ,TA,Y,1188.0,0.0,1188.0,1.0,0.0,TA,4.0,Typ,1.0,TA,Unf,2.0,621.0,Y,102.0,0.0,Normal,2008.0,11.93221878923713,152088.6402257707
190,RL,,Reg,Lvl,Corner,ClearCr,5.0,3.0,1960.0,Flat,Plywood,TA,CBlock,TA,Mn,Rec,Gd,Y,1721.0,0.0,1721.0,1.0,0.0,TA,7.0,Mod,2.0,TA,Unf,2.0,626.0,Y,50.0,0.0,Abnorml,2008.0,12.367958946685562,235145.31099405442
50,RL,63.0,Reg,Lvl,Corner,Sawyer,5.0,7.0,1973.0,Gable,Wd Sdng,TA,BrkTil,TA,No,ALQ,Gd,Y,864.0,486.0,1350.0,1.0,1.0,Gd,6.0,Min1,0.0,,Unf,3.0,627.0,N,0.0,0.0,Normal,2008.0,11.651542314836407,114868.3897288161
80,RL,,Reg,Lvl,Inside,Sawyer,5.0,8.0,1970.0,Hip,HdBoard,TA,PConc,Gd,Av,ALQ,Ex,Y,904.0,0.0,904.0,0.0,0.0,Gd,5.0,Typ,0.0,,Unf,3.0,912.0,Y,143.0,0.0,Normal,2008.0,11.966587122675836,157406.5334492097
20,RL,82.0,IR1,Lvl,CulDSac,ClearCr,7.0,6.0,1979.0,Gable,Plywood,TA,CBlock,Gd,Gd,GLQ,TA,Y,1524.0,0.0,1524.0,1.0,0.0,TA,7.0,Typ,2.0,Gd,Fin,2.0,478.0,Y,140.0,0.0,Normal,2008.0,11.503161023861857,99028.30762607582
50,RL,50.0,Reg,Lvl,Inside,Edwards,7.0,5.0,1950.0,Gable,BrkFace,TA,CBlock,TA,No,Unf,TA,Y,617.0,462.0,1079.0,0.0,0.0,TA,5.0,Typ,1.0,Gd,Unf,1.0,249.0,Y,135.0,0.0,Normal,2008.0,11.813408482706333,135051.0970811824
20,RL,68.0,Reg,Lvl,Inside,Edwards,5.0,6.0,1956.0,Hip,Wd Sdng,TA,CBlock,TA,Av,Rec,TA,Y,1509.0,0.0,1509.0,1.0,0.0,Gd,6.0,Typ,1.0,TA,Unf,1.0,322.0,Y,158.0,576.0,Normal,2008.0,12.278529850723235,215029.35888122677
90,RL,50.0,Reg,Lvl,Inside,Edwards,5.0,5.0,1975.0,Gable,HdBoard,TA,PConc,Gd,Av,GLQ,Fa,N,864.0,0.0,864.0,1.0,0.0,TA,4.0,Typ,0.0,,,0.0,0.0,Y,0.0,0.0,Normal,2008.0,12.352287394921321,231488.94438258215
60,RL,50.0,Reg,Lvl,Corner,Edwards,6.0,8.0,2001.0,Gable,VinylSd,Gd,CBlock,TA,No,Rec,TA,Y,621.0,648.0,1269.0,0.0,1.0,TA,7.0,Typ,0.0,,Unf,1.0,280.0,Y,0.0,0.0,Normal,2008.0,12.286785000654135,216811.80553810587
60,RL,,IR3,Lvl,Corner,SawyerW,6.0,5.0,2002.0,Gable,HdBoard,Gd,PConc,Gd,No,LwQ,Ex,Y,1093.0,1721.0,2814.0,0.0,1.0,Gd,9.0,Typ,1.0,TA,Fin,2.0,614.0,Y,48.0,216.0,Normal,2008.0,12.122149673415988,183900.4161337264
20,RL,80.0,Reg,Lvl,Inside,SawyerW,7.0,5.0,1994.0,Gable,HdBoard,Gd,PConc,Gd,No,GLQ,Ex,Y,1626.0,0.0,1626.0,1.0,1.0,Gd,7.0,Typ,1.0,TA,RFn,2.0,534.0,Y,424.0,0.0,Normal,2008.0,12.377072255263757,237298.05719486176
60,RL,,IR2,Lvl,CulDSac,SawyerW,7.0,5.0,1994.0,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1101.0,1099.0,2200.0,0.0,1.0,Gd,9.0,Typ,1.0,TA,RFn,2.0,453.0,Y,168.0,0.0,Normal,2008.0,12.695752401507747,326358.71282727906
80,RL,85.0,IR1,Lvl,Corner,SawyerW,7.0,5.0,1996.0,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1302.0,735.0,2037.0,0.0,1.0,Gd,8.0,Typ,1.0,TA,Fin,2.0,472.0,Y,100.0,0.0,Normal,2008.0,12.695084735449445,326140.88691746834
60,RL,65.0,IR1,Lvl,Inside,CollgCr,7.0,5.0,2007.0,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,628.0,728.0,1356.0,0.0,1.0,Gd,6.0,Typ,1.0,Gd,Fin,2.0,484.0,Y,100.0,0.0,Partial,2008.0,12.399305905667182,242633.14874498599
20,RL,65.0,IR1,Lvl,Inside,CollgCr,8.0,5.0,2007.0,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1615.0,0.0,1615.0,0.0,0.0,Gd,7.0,Typ,1.0,Gd,RFn,3.0,864.0,Y,168.0,0.0,Normal,2008.0,12.309604191197025,221816.15590120308
20,RL,91.0,Reg,Lvl,Inside,CollgCr,9.0,5.0,2008.0,Hip,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,2276.0,0.0,2276.0,1.0,0.0,Ex,7.0,Typ,2.0,Gd,RFn,3.0,1348.0,Y,0.0,255.0,Abnorml,2008.0,11.979940722206669,159522.57419676514
20,RL,91.0,Reg,Lvl,Inside,CollgCr,9.0,5.0,2008.0,Hip,VinylSd,Ex,PConc,Ex,Av,GLQ,Ex,Y,1766.0,0.0,1766.0,1.0,1.0,Ex,8.0,Typ,2.0,Gd,Fin,3.0,874.0,Y,216.0,0.0,Partial,2008.0,12.302885276504412,220330.78769133234
80,RL,,IR2,Lvl,Corner,SawyerW,8.0,5.0,1995.0,Gable,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,1511.0,0.0,1511.0,1.0,0.0,Gd,6.0,Typ,1.0,Fa,Fin,3.0,811.0,Y,168.0,0.0,Normal,2008.0,12.199376049401398,198665.15522079094
20,RL,,IR1,Bnk,CulDSac,ClearCr,6.0,6.0,1966.0,Flat,Plywood,TA,CBlock,Gd,Gd,LwQ,Ex,Y,1643.0,0.0,1643.0,1.0,0.0,TA,6.0,Typ,1.0,Gd,Unf,2.0,438.0,Y,339.0,0.0,Normal,2008.0,12.195309498111072,197858.9135999939
20,RL,65.0,Reg,Low,Inside,CollgCr,5.0,7.0,1994.0,Gable,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Y,990.0,0.0,990.0,1.0,0.0,TA,5.0,Typ,0.0,,Unf,2.0,528.0,Y,168.0,0.0,Normal,2008.0,12.274305838025803,214122.98774822295
20,RL,,IR1,Lvl,Inside,CollgCr,7.0,5.0,1998.0,Gable,VinylSd,TA,PConc,Gd,Gd,GLQ,Ex,Y,1418.0,0.0,1418.0,1.0,0.0,Gd,5.0,Typ,1.0,TA,RFn,2.0,558.0,Y,208.0,0.0,Normal,2008.0,12.000873934163309,162897.09056245175
60,RL,,IR1,Lvl,Corner,CollgCr,6.0,5.0,1997.0,Gable,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Y,872.0,899.0,1771.0,1.0,1.0,Gd,6.0,Typ,0.0,,RFn,2.0,600.0,Y,0.0,0.0,Normal,2008.0,11.873154973913925,143365.8414232985
60,RL,68.0,IR1,Lvl,Inside,CollgCr,7.0,5.0,2000.0,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,782.0,870.0,1652.0,0.0,1.0,Gd,6.0,Typ,0.0,,RFn,2.0,532.0,Y,0.0,0.0,Normal,2008.0,12.065641710773612,173796.73588593164
60,RL,75.0,IR1,Lvl,Inside,CollgCr,7.0,5.0,2001.0,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,928.0,895.0,1823.0,1.0,1.0,Gd,6.0,Typ,0.0,,RFn,2.0,626.0,Y,192.0,0.0,Normal,2008.0,12.310212934767021,221951.22616723616
20,RL,,IR1,Lvl,Inside,CollgCr,5.0,6.0,1978.0,Gable,HdBoard,TA,CBlock,Gd,Mn,ALQ,Ex,Y,1174.0,0.0,1174.0,1.0,0.0,TA,5.0,Typ,0.0,,Unf,2.0,528.0,Y,211.0,0.0,Normal,2008.0,12.586884431784728,292694.4267830204
20,RL,,IR1,Lvl,Inside,CollgCr,5.0,6.0,1975.0,Gable,HdBoard,TA,CBlock,TA,Av,ALQ,TA,Y,1076.0,0.0,1076.0,0.0,1.0,TA,5.0,Typ,1.0,Fa,Unf,2.0,576.0,Y,0.0,0.0,Abnorml,2008.0,12.602395407649126,297269.79545692826
20,RL,40.0,IR1,Lvl,CulDSac,CollgCr,5.0,6.0,2001.0,Gable,Plywood,TA,CBlock,TA,No,Rec,TA,Y,1558.0,0.0,1558.0,1.0,0.0,TA,5.0,Min2,0.0,,Fin,2.0,440.0,Y,140.0,227.0,Normal,2008.0,12.376766249630698,237225.4537617426
60,RL,,Reg,Lvl,Inside,CollgCr,7.0,5.0,2001.0,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1290.0,871.0,2161.0,0.0,1.0,Gd,8.0,Typ,1.0,TA,RFn,2.0,570.0,Y,0.0,0.0,Normal,2008.0,12.28711972247714,216884.38932791623
60,RL,,IR1,Lvl,CulDSac,CollgCr,9.0,5.0,2002.0,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,1366.0,581.0,1947.0,1.0,1.0,Gd,7.0,Typ,1.0,TA,Fin,3.0,725.0,Y,168.0,0.0,Normal,2008.0,11.895456673782661,146599.06254701017
20,RL,,IR2,Lvl,CulDSac,CollgCr,8.0,5.0,2003.0,Hip,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1786.0,0.0,1786.0,1.0,0.0,Gd,6.0,Typ,1.0,Gd,RFn,3.0,715.0,Y,182.0,0.0,Normal,2008.0,12.250475188713619,209080.6180177173
60,RL,41.0,IR2,Lvl,CulDSac,CollgCr,7.0,5.0,2003.0,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1129.0,1198.0,2327.0,0.0,1.0,Gd,9.0,Typ,1.0,Gd,RFn,2.0,596.0,Y,0.0,0.0,Normal,2008.0,12.19252438665858,197308.6211423728
60,RL,96.0,IR1,Lvl,Inside,CollgCr,8.0,5.0,2000.0,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,886.0,878.0,1764.0,0.0,1.0,Gd,7.0,Typ,1.0,TA,Unf,2.0,560.0,Y,120.0,0.0,Normal,2008.0,12.31342761544694,222665.87655683735
120,RM,,Reg,Lvl,Inside,CollgCr,6.0,5.0,2004.0,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,848.0,0.0,848.0,1.0,0.0,Gd,3.0,Typ,0.0,,RFn,2.0,420.0,Y,140.0,0.0,Normal,2008.0,12.19220084470642,197244.7938518704
90,RM,83.0,Reg,Lvl,Corner,CollgCr,6.0,5.0,1998.0,Gable,VinylSd,TA,PConc,Gd,Gd,GLQ,Ex,Y,1838.0,0.0,1838.0,2.0,0.0,TA,8.0,Typ,0.0,,Unf,3.0,721.0,Y,160.0,0.0,Abnorml,2008.0,11.611571868721972,110367.59748702715
20,RL,75.0,Reg,Lvl,Inside,CollgCr,7.0,5.0,2004.0,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,1445.0,0.0,1445.0,0.0,0.0,Gd,6.0,Typ,0.0,,Unf,2.0,470.0,Y,0.0,0.0,Normal,2008.0,11.738370659089329,125288.03670225533
20,RL,85.0,Reg,Lvl,Corner,CollgCr,7.0,6.0,2007.0,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1564.0,0.0,1564.0,0.0,0.0,Gd,6.0,Typ,0.0,,RFn,3.0,814.0,Y,0.0,0.0,Normal,2008.0,11.82569774373512,136721.01527905857
20,RL,74.0,Reg,Lvl,Inside,CollgCr,7.0,5.0,2007.0,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1361.0,0.0,1361.0,0.0,0.0,Gd,6.0,Typ,0.0,,RFn,2.0,610.0,Y,0.0,0.0,Normal,2008.0,11.946652959920979,154299.8335982985
20,RL,75.0,Reg,Lvl,Inside,Edwards,5.0,5.0,1966.0,Hip,HdBoard,TA,CBlock,TA,No,Rec,TA,Y,1092.0,0.0,1092.0,0.0,0.0,TA,6.0,Typ,0.0,,Unf,1.0,264.0,Y,259.0,161.0,Abnorml,2008.0,11.965184207675973,157185.86029139246
85,RL,64.0,Reg,Lvl,Inside,Edwards,5.0,5.0,1976.0,Gable,HdBoard,TA,CBlock,Gd,Gd,ALQ,Ex,Y,1033.0,0.0,1033.0,0.0,0.0,TA,6.0,Typ,0.0,,RFn,2.0,504.0,Y,224.0,0.0,Family,2008.0,11.325191303892545,82883.50145553003
20,RL,65.0,Reg,Lvl,Inside,Edwards,6.0,6.0,1976.0,Hip,HdBoard,TA,CBlock,TA,No,BLQ,TA,Y,1127.0,0.0,1127.0,0.0,1.0,TA,6.0,Typ,1.0,Po,Unf,2.0,480.0,Y,0.0,0.0,Normal,2008.0,11.380883258690952,87630.40087671265
80,RL,,IR1,Lvl,CulDSac,Edwards,6.0,6.0,1977.0,Hip,Plywood,TA,CBlock,TA,Av,ALQ,TA,Y,1117.0,0.0,1117.0,1.0,0.0,TA,6.0,Typ,1.0,Fa,RFn,2.0,542.0,Y,292.0,0.0,Normal,2008.0,11.366108490167997,86345.1996427558
60,RL,72.0,Reg,Lvl,Inside,Edwards,6.0,7.0,2001.0,Hip,Plywood,TA,CBlock,TA,Av,ALQ,TA,Y,684.0,714.0,1398.0,0.0,1.0,TA,6.0,Typ,1.0,TA,Fin,2.0,440.0,Y,0.0,0.0,Normal,2008.0,11.556289433738776,104431.79247959619
90,RL,65.0,Reg,Lvl,Corner,Edwards,4.0,5.0,1955.0,Gable,AsbShng,TA,PConc,,,,TA,N,1152.0,0.0,1152.0,0.0,0.0,TA,6.0,Typ,0.0,,,0.0,0.0,N,0.0,0.0,AdjLand,2008.0,11.510341085594634,99741.89572577896
90,RL,74.0,Reg,Lvl,Inside,Edwards,4.0,5.0,1955.0,Gable,WdShing,TA,Slab,,,,TA,N,1152.0,0.0,1152.0,0.0,0.0,TA,6.0,Typ,0.0,,,0.0,0.0,N,0.0,0.0,Normal,2008.0,11.627188762195523,112104.72546605987
190,RL,56.0,Reg,Lvl,Inside,Edwards,4.0,5.0,1955.0,Hip,Wd Sdng,TA,CBlock,TA,Av,ALQ,TA,N,784.0,0.0,784.0,1.0,0.0,TA,4.0,Typ,0.0,,,0.0,0.0,Y,112.0,0.0,Normal,2008.0,11.705850881478293,121279.23358584364
50,RL,60.0,Reg,Lvl,Inside,Edwards,5.0,7.0,2007.0,Gable,Wd Sdng,TA,PConc,TA,No,Unf,Gd,Y,585.0,468.0,1053.0,0.0,1.0,Ex,5.0,Typ,0.0,,,0.0,0.0,N,42.0,0.0,Family,2008.0,11.997327491106098,162320.40849606518
50,RL,57.0,Reg,Lvl,Inside,Edwards,5.0,8.0,1993.0,Gable,MetalSd,TA,Slab,,,,Gd,Y,929.0,208.0,1137.0,0.0,1.0,TA,8.0,Min1,0.0,,,0.0,0.0,Y,0.0,0.0,Normal,2008.0,12.117820955881239,183106.083638597
20,RL,68.0,Reg,Bnk,Inside,Edwards,4.0,5.0,1953.0,Gable,MetalSd,TA,CBlock,Gd,No,Rec,TA,Y,930.0,0.0,930.0,0.0,0.0,TA,5.0,Typ,0.0,,RFn,1.0,286.0,Y,134.0,0.0,Normal,2008.0,11.956879824410322,155885.93367853452
80,RL,62.0,Reg,Bnk,Inside,Edwards,4.0,6.0,1954.0,Gable,Wd Sdng,TA,CBlock,Ex,Av,Unf,Gd,Y,1204.0,0.0,1204.0,0.0,0.0,TA,6.0,Typ,0.0,,Unf,1.0,312.0,Y,0.0,0.0,Abnorml,2008.0,11.898301706094555,147016.73548161957
30,RL,67.0,Reg,Lvl,Inside,Edwards,4.0,7.0,2008.0,Gable,Wd Sdng,TA,PConc,TA,No,ALQ,TA,Y,949.0,343.0,1292.0,0.0,1.0,Gd,6.0,Typ,0.0,,Unf,1.0,205.0,N,0.0,0.0,Normal,2008.0,12.281152304425383,215594.00347304478
30,RL,60.0,Reg,Lvl,Corner,SWISU,7.0,8.0,1950.0,Gable,WdShing,TA,BrkTil,TA,No,Unf,Ex,Y,1424.0,0.0,1424.0,0.0,0.0,TA,7.0,Typ,1.0,Gd,Unf,1.0,312.0,Y,0.0,0.0,Normal,2008.0,11.908711172770792,148555.09414612307
90,RL,64.0,Reg,Lvl,Inside,SWISU,6.0,7.0,1950.0,Gable,Stucco,TA,BrkTil,TA,No,ALQ,Ex,Y,960.0,960.0,1920.0,2.0,2.0,TA,10.0,Typ,2.0,Gd,Unf,2.0,480.0,Y,248.0,0.0,Abnorml,2008.0,12.060050518436183,172827.71641949393
70,RL,66.0,Reg,Bnk,Inside,Crawfor,6.0,6.0,1950.0,Gambrel,Wd Sdng,TA,BrkTil,TA,No,BLQ,Ex,Y,672.0,644.0,1316.0,1.0,0.0,TA,6.0,Typ,1.0,Gd,Unf,1.0,369.0,P,0.0,192.0,Normal,2008.0,11.763838865216712,128519.87816141639
50,RL,63.0,Reg,Lvl,Inside,Crawfor,6.0,6.0,1995.0,Gable,Wd Sdng,TA,BrkTil,Gd,No,Unf,Ex,Y,676.0,588.0,1264.0,0.0,0.0,TA,6.0,Typ,0.0,,Unf,2.0,400.0,Y,424.0,0.0,Normal,2008.0,11.855983199635087,140925.01221612806
70,RL,54.0,Reg,Lvl,Corner,Crawfor,8.0,9.0,1997.0,Gable,Stucco,Gd,PConc,Fa,No,ALQ,Ex,Y,798.0,714.0,1512.0,1.0,0.0,Gd,7.0,Typ,1.0,Gd,Unf,1.0,180.0,P,85.0,0.0,Normal,2008.0,12.169881040917796,192891.096331914
70,RL,,IR1,HLS,Corner,Crawfor,6.0,3.0,1950.0,Hip,Wd Sdng,TA,BrkTil,TA,No,Unf,TA,Y,819.0,784.0,1603.0,0.0,0.0,TA,7.0,Typ,1.0,Gd,Unf,2.0,599.0,Y,0.0,0.0,Normal,2008.0,12.487829528433386,265091.2879381835
50,RL,,IR1,HLS,Inside,Crawfor,5.0,6.0,1995.0,Gable,WdShing,TA,CBlock,TA,No,BLQ,Ex,Y,1265.0,673.0,1938.0,0.0,0.0,Gd,7.0,Min2,1.0,Gd,Unf,1.0,240.0,Y,0.0,0.0,Normal,2008.0,12.183927675028576,195619.6858705443
